source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX000007	f_tf4gcz74z5t2g	source-key alias	áabru	cloud	noun m Palula-noun-class-a	first-mora	549	abhrá-	2	2	abhrá- 'cloud, rainy weather (n, rarely m)' (T: 549)	Inflection: a-decl (Obl, pl): áabra
liljegren-LX000008	f_xz7qv5qepoavu	source-key alias	áača	to enter; come inside; move into	verb intr Palula-verb-class-T	first-mora	227	átyēti	1	3	átyēti 'comes upon, goes; enters' (T: 227)	Inflection: T (Prs): ačáanu, (Pfv): ačíitu, (Cv): ačí, (Imp): áač; Morphemic form: ač-, ač-íit-
liljegren-LX000010	f_rxbwwjrwknd2c	source-key alias	áaḍu	half; half of, some of; the one half; half of the people; some of them, etc.	adj	first-mora	644	ardhá-	2	2	ardhá- 'half (masc.neut)' (T: 644)	Inflection: Uml (Fem): éeḍi; Morphemic form: aḍ-
liljegren-LX000013	f_llss66zccqc7a	source-key alias	aáǰ	today	adv temporal	second-mora	242	adyá	2	2	adyá 'today' (T: 242)	
liljegren-LX000037	f_rvdmm5dtmqrjk	source-key alias	áangu	sickle	noun m Palula-noun-class-a	first-mora	100	anká-	2	2	anká- 'hook (masc)' (T: 100)	Inflection: a-decl (Obl, pl): áanga
liljegren-LX000049	f_z2wvvd2dxc24s	source-key alias	áašuṇ	hail	noun f Palula-noun-class-a	first-mora	910	aśáni-	2	3	aśáni- 'thunderbolt (fem)' (T: 910)	Inflection: a-decl (Obl): -a
liljegren-LX000055	f_rsldl4hnjzwoo	source-key alias	áaṣṭ	eight	num	first-mora	941	aṣṭā́	2	2	aṣṭā́ 'eight' (T: 941)	Morphemic form: aṣṭ
liljegren-LX000062	f_ckakslbwtixv2	source-key alias	aawíiṛu	narrow ; tight	adj	first-mora	1440	ā́vr̥ta-	1	3	ā́vr̥ta- 'covered ; surrounded' (T: 1440)	Inflection: Reg (Fem): aawíiṛi
liljegren-LX000068	f_3l6d5za57jdjy	source-key alias	aaghaá	sky	noun m Palula-noun-class-i	second-mora	1008	ākāśá-	3	3	ākāśá- 'sky (masc)' (T: 1008)	Inflection: i-decl (Obl): aaghaá, (Pl): aaghaái
liljegren-LX000069	f_deergxlqmiyvw	source-key alias	aaghaabáanu	sky-coloured	adj	first-mora	11338	várna-	1	2	várna- 'appearance, colour, class (masc)' (T: 11338)	Inflection: Uml (Fem): aaghaabéeni
liljegren-LX000077	f_hkqbpcmffxfsu	source-key alias	ac̣híi	eye	noun f Palula-noun-class-a	first-mora	43	ákṣi-	1	2	ákṣi- 'eye (neut)' (T: 43)	Inflection: a-decl (Obl, pl): -a; Morphemic form: ac̣hí
liljegren-LX000109	f_ry3n7zva57zx2	source-key alias	akóoš	eleven	num	first-mora	2485	ḗkādaśa	1	4	ḗkādaśa 'eleven' (T: 2485)	Morphemic form: akáaš
liljegren-LX000142	f_k7eytrqqaxmu4	source-key alias	angeerí	coal	noun f Palula-noun-class-a	short-or-diphthong	131	an̆gāryā́-	3	3	an̆gāryā́- 'heap of embers (f)' (T: 131)	Inflection: a-decl (Pl): -á
liljegren-LX000143	f_fgved6gdr3irg	source-key alias	angóor	fire	noun m Palula-noun-class-a	first-mora	125	án̆gāra-	1	3	án̆gāra- 'glowing charcoal (masc.neut)' (T: 125)	Inflection: a-decl (Obl): -a
liljegren-LX000148			angúṭ	fireplace	noun f Palula-noun-class-i	short-or-diphthong	65	agniṣṭhá-	3	3	agniṣṭhá- 'fire-pan (m)' (T: 65)	Inflection: i-decl (Obl, pl): -í
liljegren-LX000181	f_cc4kwqzog2vbs	source-key alias	aṣṭóoš	eighteen	num	first-mora	946	aṣṭā́daśa	2	4	aṣṭā́daśa 'eighteen' (T: 946)	Morphemic form: aṣṭáaš
liljegren-LX000208	f_fupzx2r553ftq	source-key alias	báaḍa	to grow (up)	verb intr Palula-verb-class-L-consonant	first-mora	11376	várdatē	1	3	várdatē 'grows, increases' (T: 11376)	Inflection: L:cons (Prs): baḍáanu, (Pfv): baḍílu, (Cv): baḍí, (Imp): báaḍ; Morphemic form: báḍ-
liljegren-LX000223	f_faznsewj7ozfc	source-key alias	báaṣ	rain	noun m Palula-noun-class-a	first-mora	11392	varṣá-	2	2	varṣá- 'rain' (T: 11392)	Inflection: a-decl (Obl): baṣá; Morphemic form: baṣ
liljegren-LX000240	f_gjlis6qj2f246	source-key alias	bac̣húuṛu	young male calf	noun m Palula-noun-class-a	first-mora	11239	vatsá-	2	2	vatsá- 'calf, child (masc)' (T: 11239)	Inflection: a-decl (Obl, pl): bac̣húuṛa
liljegren-LX000248	f_wyrrlgw2ah2wy	source-key alias	bakáara	flock of sheep and goats	noun f Palula-noun-class-a	first-mora	9153	bárkara-	1	3	bárkara- 'kid, lamb; goat (masc)' (T: 9153)	Inflection: a-decl (Obl (pl)): -m; Morphemic form: bakár-; Restriction: With plural reference
